,appid,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate
552,616750,1943 Deadly Desert,2018-05-15 00:00:00,10500.0,4.0,4.0,Indie,0.0,31.0,Strategy,11.0,0.0,0.0,,mixed,single only,41.0,30.0,,,17.3
553,616830,Cartoon Strike,2020-10-14 00:00:00,0.0,5.0,5.0,Action,1.0,50.0,Free to Play,1.0,0.0,0.0,,mixed,,287.0,160.0,,,20.5
554,616860,Magic Heroes: Save Our Park,2017-04-18 00:00:00,8500.0,6.0,6.0,Casual,0.0,24.0,Indie,1.0,0.0,0.0,,4 user reviews,,3.0,1.0,,,87.1
555,616880,No Stick Shooter,2017-05-17 00:00:00,1100.0,6.0,6.0,Action,0.0,15.0,Action,9.0,0.0,0.0,,positive,single only,21.0,2.0,,,8.8
556,616890,VR Slugger: The Toy Baseball Field,2017-06-08 00:00:00,13000.0,6.0,6.0,Action,0.0,11.0,Casual,5.0,0.0,0.0,,positive,single only,27.0,4.0,,,39.8
557,616920,BatMUD,1990-04-14 00:00:00,5500.0,6.0,6.0,Massively Multiplayer,0.0,0.0,RPG,1.0,0.0,0.0,,very positive,multi only,116.0,22.0,19.5,68.0,
558,617020,OMEGA PATTERN - VISUAL NOVEL,2017-05-27 00:00:00,,6.0,6.0,Adventure,0.0,6.0,Adventure,2.0,0.0,1.0,,3 user reviews,single only,4.0,4.0,0.0,3.0,53.5
559,617030,Landless,2017-05-11 00:00:00,15500.0,6.0,6.0,Action,0.0,19.0,Survival,1.0,0.0,1.0,,mixed,single only,88.0,101.0,0.4,33.0,98.5
560,617060,Virush,2017-06-09 00:00:00,6500.0,6.0,6.0,Action,0.0,14.0,Action,2.0,0.0,0.0,,7 user reviews,single only,9.0,2.0,0.0,3.0,76.9
561,617160,Home Sweet Home,2017-09-27 00:00:00,,6.0,6.0,Adventure,0.0,0.0,Horror,9.0,0.0,0.0,very positive,very positive,single only,2621.0,371.0,12.0,298.0,
562,617230,Trapped Within,2017-10-24 00:00:00,5500.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,2 user reviews,single only,1.0,2.0,,,
563,617270,Hoggy 2,2017-05-10 00:00:00,5500.0,6.0,6.0,Action,0.0,9.0,Adventure,1.0,0.0,0.0,,positive,single only,12.0,3.0,0.0,10.0,27.7
564,617290,Remnant: From the Ashes,2019-08-20 00:00:00,41000.0,2.0,6.0,Action,0.0,50.0,Souls-like,9.0,0.0,1.0,very positive,very positive,single and multi,35109.0,6270.0,574.8,48194.0,97.0
565,617420,Animal Rivals,2017-04-20 00:00:00,7500.0,5.0,5.0,Action,0.0,10.0,Casual,3.0,0.0,0.0,,mixed,single and multi,27.0,25.0,,,20.4
566,617430,A Butterfly in the District of Dreams,2017-05-13 00:00:00,10500.0,1.0,1.0,Casual,0.0,0.0,Indie,2.0,0.0,0.0,,positive,single only,16.0,1.0,,,
567,617440,Arcade Mayhem Juanito,2017-08-04 00:00:00,10500.0,5.0,5.0,Action,0.0,81.0,Action,6.0,0.0,1.0,,very positive,single and multi,286.0,19.0,0.4,23.0,51.3
568,617450,Trollskog,2019-08-20 00:00:00,12500.0,5.0,6.0,Indie,1.0,0.0,RTS,1.0,0.0,0.0,,mixed,single only,26.0,14.0,,,
569,617480,Tower of Time,2018-04-12 00:00:00,26000.0,5.0,5.0,Indie,0.0,77.0,RPG,9.0,0.0,1.0,very positive,very positive,single only,1649.0,292.0,12.9,665.0,82.8
570,617590,Affliction,2017-10-25 00:00:00,3300.0,5.0,5.0,Action,0.0,0.0,FPS,1.0,0.0,1.0,,mixed,single only,27.0,21.0,2.4,117.0,
571,617600,VR Interior Designer Pro,2017-03-29 00:00:00,0.0,6.0,6.0,Free to Play,0.0,0.0,Free to Play,1.0,0.0,0.0,,mostly positive,single only,8.0,3.0,,,
572,617610,Japanese Women - Animated Jigsaws,2017-04-11 00:00:00,10500.0,6.0,6.0,Casual,0.0,34.0,Casual,5.0,0.0,0.0,,very positive,single only,126.0,9.0,1.7,77.0,33.7
573,617620,Disturbed: Beyond Aramor,2018-05-18 00:00:00,5500.0,5.0,5.0,Adventure,0.0,38.0,Choose Your Own Adventure,3.0,0.0,0.0,,positive,single only,29.0,1.0,0.6,27.0,12.8
574,617630,Shadow Mist,2017-05-11 00:00:00,5500.0,6.0,6.0,Adventure,0.0,11.0,Casual,2.0,0.0,0.0,,mixed,single only,18.0,8.0,,,86.9
575,617640,Forged of Blood,2019-08-01 00:00:00,31000.0,6.0,6.0,Adventure,0.0,85.0,Strategy,1.0,0.0,0.0,,mixed,single only,77.0,38.0,0.6,183.0,21.4
576,617660,Dong-Jin Rice-hime（東津萌米）,2017-04-29 00:00:00,21000.0,5.0,4.0,Adventure,0.0,0.0,Indie,4.0,0.0,1.0,,very positive,single only,425.0,43.0,,,
577,617670,Zup! S,2018-11-15 00:00:00,1100.0,4.0,4.0,Casual,0.0,800.0,Casual,28.0,0.0,0.0,overwhelmingly positive,overwhelmingly positive,single only,9994.0,249.0,42.2,711.0,79.7
578,617680,Drunk-Fu: Wasted Masters,2018-08-17 00:00:00,10500.0,6.0,6.0,Action,0.0,28.0,Indie,1.0,0.0,0.0,,mixed,single and multi,28.0,11.0,,,16.2
579,617690,Endless Winter,2017-06-02 00:00:00,8500.0,5.0,5.0,Adventure,0.0,54.0,Adventure,3.0,0.0,1.0,,positive,single and multi,35.0,3.0,,,38.5
580,617700,Weed Shop 2,2017-03-31 00:00:00,10500.0,5.0,5.0,Casual,0.0,18.0,FPS,1.0,0.0,0.0,,very positive,single only,711.0,110.0,8.6,418.0,86.2
581,617710,Cannons-Defenders: Steam Edition,2017-04-07 00:00:00,1100.0,5.0,5.0,Action,0.0,12.0,Action,3.0,0.0,0.0,,mixed,single only,78.0,46.0,45.1,2283.0,4.2
582,617720,ASTA : ASTA Server,2017-06-22 00:00:00,,6.0,6.0,Action,0.0,0.0,Free to Play,1.0,0.0,0.0,,no user reviews,single and multi,4.0,2.0,,,
583,617750,Neurowake,2017-07-22 00:00:00,21000.0,6.0,6.0,Action,0.0,0.0,Strategy,2.0,0.0,0.0,,8 user reviews,single only,8.0,10.0,,,
584,617820,7 days with Death,2013-02-01 00:00:00,10500.0,5.0,5.0,Adventure,0.0,0.0,Sexual Content,1.0,0.0,0.0,,positive,single only,55.0,3.0,0.0,10.0,
585,617830,SUPERHOT VR,2017-05-25 00:00:00,29000.0,3.0,3.0,Action,0.0,26.0,VR,11.0,0.0,0.0,mostly positive,very positive,single only,5956.0,2105.0,61.9,4734.0,87.4
586,617850,Jaws Of Extinction™,2019-05-24 00:00:00,20500.0,6.0,6.0,Action,1.0,0.0,Action,1.0,0.0,0.0,,mixed,single only,190.0,121.0,,,
587,617970,Love Bites,2018-06-01 00:00:00,20500.0,4.0,4.0,Adventure,0.0,18.0,Visual Novel,1.0,0.0,1.0,,mixed,single only,13.0,9.0,,,59.7
588,617980,Summer In Trigue,2021-10-18 00:00:00,18500.0,4.0,4.0,Adventure,0.0,12.0,LGBTQ+,1.0,0.0,1.0,,mixed,single only,13.0,4.0,,,65.0
589,618050,To The Light,2017-07-03 00:00:00,9500.0,4.0,4.0,Action,0.0,60.0,Female Protagonist,27.0,0.0,1.0,,mixed,single only,59.0,72.0,0.1,21.0,61.9
590,618070,Jet Buster,2017-10-24 00:00:00,10500.0,5.0,5.0,Action,0.0,16.0,Action,1.0,0.0,0.0,,positive,single only,35.0,2.0,0.1,117.0,16.4
591,618080,Martial Arts Brutality,2018-01-31 00:00:00,0.0,5.0,5.0,Free to Play,0.0,48.0,Free to Play,6.0,0.0,0.0,,very positive,single and multi,572.0,99.0,,,66.9
592,618100,Feral Blue,2019-10-23 00:00:00,20500.0,5.0,5.0,Action,1.0,0.0,Adventure,3.0,0.0,0.0,,mixed,single only,132.0,96.0,,,
593,618140,Barro,2018-03-29 00:00:00,1100.0,5.0,5.0,Casual,0.0,109.0,Indie,1.0,0.0,1.0,mostly positive,very positive,single only,2792.0,803.0,45.4,2284.0,41.0
594,618190,People Eater,2017-07-25 00:00:00,9500.0,6.0,6.0,Action,0.0,46.0,Action,1.0,0.0,1.0,,3 user reviews,single only,7.0,0.0,,,44.3
595,618200,Skylands,2017-08-28 00:00:00,15000.0,6.0,6.0,Action,0.0,0.0,Adventure,1.0,0.0,0.0,,mostly negative,single only,11.0,12.0,0.0,8.0,
596,618210,Lanternium,2019-04-23 00:00:00,8500.0,5.0,5.0,Adventure,0.0,9.0,Puzzle Platformer,11.0,0.0,1.0,,positive,single only,40.0,7.0,,,4.1
597,618270,Spiritlands,2017-04-25 00:00:00,7500.0,5.0,5.0,Adventure,0.0,43.0,Strategy,1.0,0.0,0.0,,mixed,single only,19.0,10.0,,,36.8
598,618310,AFTERGRINDER,2017-07-19 00:00:00,3300.0,6.0,5.0,Action,0.0,21.0,Precision Platformer,5.0,0.0,0.0,,mixed,single only,64.0,20.0,7.6,149.0,20.7
599,618350,Personal Disco VR,2017-04-07 00:00:00,9500.0,6.0,6.0,Casual,0.0,8.0,Indie,6.0,0.0,0.0,,positive,single only,33.0,4.0,,,16.4
600,618360,Aesthetic Melody,2017-04-19 00:00:00,3300.0,5.0,5.0,Action,0.0,18.0,Collectathon,7.0,0.0,1.0,,positive,single only,48.0,9.0,,,14.6
601,618370,Rescue Quest Gold,2017-06-06 00:00:00,10500.0,6.0,6.0,Casual,0.0,59.0,Casual,11.0,0.0,0.0,,positive,single only,35.0,5.0,,,74.9
602,618420,【NekoGakuen】《MatthiolaReverieVerse:LostIsland》,2022-06-11 00:00:00,0.0,5.0,5.0,Free to Play,0.0,0.0,Interactive Fiction,3.0,0.0,0.0,,4 user reviews,single only,3.0,1.0,0.1,2.0,
603,618430,Episicava - Vol. 1,2018-04-04 00:00:00,10500.0,6.0,6.0,Casual,0.0,0.0,Dating Sim,1.0,0.0,0.0,,9 user reviews,single only,8.0,7.0,0.0,3.0,
604,618470,Qbik,2017-11-18 00:00:00,5500.0,6.0,5.0,Adventure,0.0,24.0,Indie,10.0,0.0,0.0,,very positive,single only,89.0,6.0,4.7,122.0,11.9
605,618490,Mr Blaster,2017-07-15 00:00:00,2200.0,6.0,5.0,Action,0.0,31.0,Action,1.0,0.0,0.0,,mixed,single only,26.0,21.0,6.2,630.0,4.8
606,618500,Hailstorm VR,2017-09-15 00:00:00,3300.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,mixed,single only,14.0,6.0,,,
607,618510,Battle Bruise,2017-04-22 00:00:00,1100.0,5.0,5.0,Action,0.0,14.0,Indie,1.0,0.0,1.0,,very positive,single only,369.0,36.0,,,13.6
608,618550,Chess of Blades,2018-01-05 00:00:00,26000.0,4.0,4.0,Casual,0.0,22.0,Indie,1.0,0.0,1.0,,very positive,single only,90.0,12.0,,,72.2
609,618570,Pixel Arcade,2018-04-02 00:00:00,10500.0,6.0,6.0,Action,0.0,0.0,Indie,1.0,0.0,0.0,,9 user reviews,single only,17.0,3.0,0.0,14.0,
610,618590,Zombie Buster VR,2017-04-03 00:00:00,16000.0,6.0,6.0,Action,0.0,0.0,Action,3.0,0.0,0.0,,mostly positive,single only,19.0,5.0,,,
611,618600,挑战立方VR(Challenge Cube VR),2017-04-05 00:00:00,4400.0,6.0,6.0,Casual,0.0,0.0,Casual,2.0,0.0,0.0,,no user reviews,single only,,,0.0,1.0,
612,618610,Endless Horde,2017-04-11 00:00:00,1100.0,5.0,5.0,,0.0,19.0,Tower Defense,1.0,0.0,0.0,,mixed,single only,102.0,51.0,7.8,1329.0,19.0
613,618620,Naval Armada: Fleet Battle,2019-12-12 00:00:00,0.0,6.0,6.0,Action,0.0,0.0,Free to Play,10.0,0.0,0.0,,mixed,,69.0,55.0,5.1,21.0,
614,618630,Astral Traveler,2017-09-13 00:00:00,5500.0,5.0,5.0,Action,0.0,15.0,Action,3.0,0.0,0.0,,8 user reviews,single only,11.0,5.0,,,9.1
615,618650,Pixel Gear,2017-06-12 00:00:00,13000.0,6.0,6.0,Action,0.0,26.0,Action,3.0,0.0,0.0,,6 user reviews,single and multi,5.0,2.0,0.0,3.0,50.6
616,618670,One Bullet left,2018-02-27 00:00:00,4400.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,7 user reviews,single only,4.0,3.0,,,
617,618690,Gorescript,2017-06-15 00:00:00,,6.0,6.0,Action,0.0,28.0,Action,1.0,0.0,1.0,,positive,single only,62.0,5.0,,,33.9
618,618710,Elminage ORIGINAL - Priestess of Darkness and The Ring of the Gods,2017-11-29 00:00:00,10500.0,6.0,2.0,RPG,0.0,0.0,RPG,1.0,0.0,0.0,,positive,single only,49.0,6.0,1.0,14.0,
619,618720,1bitHeart,2017-08-28 00:00:00,3300.0,6.0,2.0,Adventure,0.0,60.0,Indie,2.0,0.0,1.0,,very positive,single only,617.0,52.0,3.5,64.0,80.2
620,618740,Beat Hazard 2,2019-10-16 00:00:00,19500.0,5.0,5.0,Action,0.0,62.0,Music,16.0,0.0,1.0,mostly positive,very positive,single and multi,1709.0,244.0,9.0,417.0,60.1
621,618750,Choose Wisely,2018-01-13 00:00:00,4400.0,4.0,4.0,Adventure,0.0,15.0,Choose Your Own Adventure,1.0,0.0,0.0,,mostly positive,single only,53.0,21.0,20.5,631.0,3.8
622,618760,IronBorn,2018-09-13 00:00:00,5500.0,4.0,4.0,Adventure,0.0,0.0,RPG,1.0,0.0,0.0,,mostly positive,single only,22.0,8.0,45.7,557.0,
623,618850,Pumpkin Days,2021-02-02 00:00:00,26000.0,6.0,6.0,Casual,1.0,51.0,Farming Sim,1.0,0.0,0.0,,very positive,single and multi,414.0,66.0,6.9,465.0,34.5
624,618920,Dungeon Escape VR,2017-04-08 00:00:00,5500.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,very positive,single only,140.0,24.0,0.3,16.0,
625,618950,Agatha Knife,2017-04-28 00:00:00,13000.0,5.0,5.0,Adventure,0.0,30.0,Indie,7.0,0.0,1.0,very positive,very positive,single only,367.0,21.0,2.8,19.0,79.2
626,618970,Outcast - Second Contact,2017-11-14 00:00:00,15500.0,6.0,2.0,Action,0.0,41.0,Adventure,7.0,0.0,1.0,mostly positive,very positive,single only,553.0,142.0,4.8,238.0,53.8
627,618990,Into Oblivion,2018-07-31 00:00:00,5500.0,6.0,5.0,Casual,0.0,40.0,Card Battler,1.0,0.0,1.0,,positive,single only,13.0,1.0,,,28.6
628,619000,Riley Short: Analog Boy - Episode 1,2017-06-02 00:00:00,2200.0,6.0,6.0,Action,0.0,11.0,Indie,1.0,0.0,1.0,,2 user reviews,single only,1.0,2.0,,,73.3
629,619100,Spirit Guide Crucible,2017-04-25 00:00:00,2200.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,1.0,1.0,,,
630,619150,while True: learn(),2019-01-18 00:00:00,13500.0,5.0,5.0,Indie,0.0,31.0,Programming,18.0,0.0,1.0,very positive,very positive,single only,5485.0,477.0,21.9,819.0,92.8
631,619210,4D Toys,2017-06-03 00:00:00,16000.0,6.0,6.0,Indie,0.0,0.0,Simulation,1.0,0.0,0.0,,very positive,single only,145.0,23.0,1.3,12.0,
632,619220,GoBlock's Impossible Medley,2017-04-15 00:00:00,1100.0,5.0,5.0,Casual,0.0,26.0,Indie,1.0,0.0,0.0,,mostly positive,single only,13.0,3.0,2.5,375.0,1.3
633,619230,VEmpire - The Kings of Darkness,2019-07-25 00:00:00,15000.0,6.0,6.0,Casual,0.0,0.0,Card Game,1.0,0.0,0.0,,mixed,single only,19.0,7.0,0.0,9.0,
634,619270,Wolf's Fury,2019-05-03 00:00:00,13500.0,5.0,5.0,Action,0.0,24.0,Action,4.0,0.0,1.0,,6 user reviews,single only,7.0,1.0,,,38.0
635,619280,Gloom,2017-04-13 00:00:00,10500.0,5.0,5.0,Action,0.0,36.0,Indie,1.0,0.0,1.0,,very positive,single only,447.0,92.0,,,91.3
636,619290,Out of the Park Baseball 19,2018-03-22 00:00:00,20500.0,4.0,4.0,Indie,0.0,78.0,Baseball,1.0,0.0,0.0,,very positive,single only,631.0,108.0,20.3,1508.0,51.4
637,619310,Ways of History,2017-09-01 00:00:00,0.0,6.0,6.0,Free to Play,0.0,0.0,Free to Play,3.0,0.0,0.0,,mixed,multi only,113.0,115.0,9.4,286.0,
638,619320,Skatemasta Tcheco,2020-01-31 00:00:00,2200.0,5.0,5.0,Action,0.0,0.0,Action,2.0,0.0,0.0,,very positive,single only,98.0,6.0,1.6,24.0,
639,619330,Duck Hunting,2017-04-05 00:00:00,8500.0,6.0,6.0,Indie,0.0,0.0,Indie,2.0,0.0,0.0,,mixed,single only,10.0,7.0,,,
640,619340,EGOS - Tales of Fallen Souls,2017-07-28 00:00:00,1100.0,6.0,6.0,Adventure,0.0,90.0,Early Access,2.0,0.0,1.0,,mixed,single only,35.0,30.0,49.2,13889.0,4.2
641,619350,Sandra and Woo in the Cursed Adventure,2017-05-06 00:00:00,5500.0,6.0,6.0,Adventure,0.0,27.0,Adventure,2.0,0.0,1.0,,mixed,single only,16.0,7.0,0.0,13.0,65.9
642,619380,The little vampir,2017-06-30 00:00:00,6500.0,6.0,6.0,Casual,0.0,0.0,Casual,2.0,0.0,0.0,,1 user reviews,single only,5.0,1.0,,,
643,619390,Oddworld: Soulstorm Enhanced Edition,2022-06-22 00:00:00,41000.0,3.0,3.0,Action,0.0,32.0,Action,12.0,0.0,0.0,,mixed,single only,64.0,31.0,41.9,128.0,76.5
644,619400,Fluffy Creatures VS The World,2017-04-10 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Indie,1.0,0.0,0.0,,mixed,single only,105.0,155.0,14.0,1561.0,
645,619430,World of Castles,2017-09-16 00:00:00,32000.0,6.0,6.0,Indie,0.0,0.0,Strategy,7.0,0.0,0.0,,mixed,single only,64.0,82.0,,,
646,619470,Boss Defiance - Heroic Edition,2017-09-02 00:00:00,10500.0,5.0,5.0,Action,0.0,8.0,Indie,5.0,0.0,0.0,,mixed,multi only,7.0,7.0,,,3.9
647,619480,"Rock, Ken, Bo",2017-05-05 00:00:00,4400.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,2 user reviews,single only,2.0,1.0,,,
648,619490,Fear of Clowns,2017-04-29 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Indie,2.0,0.0,0.0,,mostly positive,single only,115.0,56.0,,,
649,619500,cyubeVR,2018-01-27 00:00:00,20500.0,6.0,6.0,Adventure,0.0,57.0,VR,1.0,0.0,0.0,very positive,very positive,single only,604.0,58.0,4.7,34.0,86.5
650,619590,CubeBall VR,2017-05-11 00:00:00,3300.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,1 user reviews,single only,1.0,0.0,0.0,1.0,
651,619600,Wrecked: Get Your Ship Together,2017-04-14 00:00:00,0.0,6.0,6.0,Action,0.0,21.0,Free to Play,1.0,0.0,0.0,,mixed,single and multi,28.0,13.0,,,42.8
652,619610,Ultratank,2019-07-15 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Tanks,1.0,0.0,0.0,,2 user reviews,single only,2.0,0.0,4.6,1714.0,
653,619620,Cellz,2017-11-01 00:00:00,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,2 user reviews,single and multi,1.0,1.0,,,
654,619670,Huge Bang Bang,2017-10-03 00:00:00,4400.0,4.0,4.0,Action,0.0,0.0,Early Access,2.0,0.0,0.0,,5 user reviews,,20.0,5.0,,,
655,619700,Steel Rats™,2018-11-07 00:00:00,12500.0,5.0,5.0,Action,0.0,46.0,Action,13.0,0.0,1.0,,mixed,single only,681.0,446.0,2.7,832.0,37.3
656,619740,The Inevitability,2017-04-18 00:00:00,5500.0,6.0,6.0,Adventure,0.0,0.0,Adventure,2.0,0.0,0.0,,mixed,single only,49.0,34.0,36.0,1329.0,
657,619780,The Swords of Ditto: Mormo's Curse,2018-04-24 00:00:00,15500.0,1.0,1.0,Action,0.0,20.0,Adventure,10.0,0.0,1.0,,,single and multi,1313.0,798.0,8.2,1852.0,80.4
658,619810,Fabulous - Angela's High School Reunion,2017-06-22 00:00:00,13500.0,6.0,6.0,Adventure,0.0,17.0,Casual,15.0,0.0,0.0,,very positive,single only,69.0,6.0,,,94.4
659,619870,Omegaland,2017-07-12 00:00:00,0.0,6.0,6.0,Casual,0.0,52.0,Indie,1.0,0.0,0.0,,very positive,single only,80.0,6.0,,,84.1
660,619880,ATOMEGA,2017-09-19 00:00:00,11000.0,6.0,1.0,Action,0.0,31.0,Action,10.0,0.0,0.0,,mostly positive,,1031.0,299.0,,,60.0
661,619890,Evil Glitch,2017-05-31 00:00:00,3300.0,6.0,5.0,Action,0.0,27.0,Action,1.0,0.0,0.0,,positive,single only,29.0,3.0,,,4.6
662,619910,Just Cause™ 3: Multiplayer Mod,2017-07-21 00:00:00,0.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,mostly positive,mostly positive,,1911.0,532.0,10.8,614.0,
663,619930,Spring Bonus,2017-04-12 00:00:00,7500.0,5.0,5.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,positive,single only,44.0,9.0,0.5,8.0,
664,620070,Vroom Kaboom,2018-08-14 00:00:00,0.0,6.0,6.0,Action,0.0,12.0,Free to Play,3.0,0.0,1.0,,mixed,single only,57.0,51.0,,,2.2
665,620080,A Clockwork Ley-Line: The Borderline of Dusk,2017-12-19 00:00:00,20500.0,1.0,1.0,Adventure,0.0,0.0,Anime,2.0,0.0,1.0,,positive,single only,43.0,3.0,0.7,14.0,
666,620130,Chaos Town,2017-05-29 00:00:00,5500.0,5.0,5.0,Action,0.0,40.0,Action,1.0,0.0,1.0,,5 user reviews,single only,19.0,3.0,41.2,3551.0,2.3
667,620140,Bottle Flip Challenge VR,2017-04-09 00:00:00,7500.0,6.0,6.0,Casual,0.0,39.0,Casual,1.0,0.0,0.0,,5 user reviews,single only,3.0,2.0,,,70.8
668,620170,Icarus Starship Command Simulator,2017-05-27 00:00:00,4400.0,5.0,5.0,Action,0.0,24.0,Indie,1.0,0.0,0.0,,positive,single only,42.0,5.0,,,81.4
669,620180,Nerepis,2020-03-03 00:00:00,5500.0,6.0,6.0,Action,0.0,17.0,Hack and Slash,11.0,0.0,0.0,,no user reviews,single only,0.0,1.0,,,22.3
670,620190,Gunsmith,2018-05-26 00:00:00,20500.0,5.0,5.0,Action,0.0,16.0,Immersive Sim,7.0,0.0,0.0,,mostly positive,single only,684.0,208.0,23.6,502.0,49.5
671,620210,Fatal Twelve,2018-03-31 00:00:00,20500.0,1.0,1.0,Adventure,0.0,31.0,Visual Novel,4.0,0.0,1.0,,overwhelmingly positive,single only,640.0,30.0,4.5,51.0,89.4
672,620220,Catmaze,2018-05-24 00:00:00,10500.0,5.0,5.0,Action,0.0,21.0,Metroidvania,7.0,0.0,1.0,,very positive,single only,356.0,59.0,1.7,35.0,36.5
673,620280,Freefall,2017-06-02 00:00:00,5500.0,5.0,5.0,Action,0.0,13.0,Action,1.0,0.0,0.0,,positive,single only,14.0,0.0,0.0,3.0,84.1
674,620310,Bonny's Adventure,2017-04-26 00:00:00,4400.0,6.0,6.0,Action,0.0,0.0,Adventure,1.0,0.0,0.0,,6 user reviews,single only,11.0,1.0,1.0,2494.0,
675,620330,Scrapper,2018-01-25 00:00:00,10500.0,6.0,6.0,Action,0.0,16.0,Indie,1.0,0.0,1.0,,5 user reviews,single only,4.0,1.0,,,60.1
676,620340,Cubrick,2017-04-13 00:00:00,2200.0,5.0,5.0,Casual,0.0,31.0,Indie,1.0,0.0,0.0,,positive,single only,21.0,1.0,,,21.2
677,620350,Dark Hope: A Puzzle Adventure,2020-01-17 00:00:00,10500.0,5.0,5.0,Adventure,0.0,6.0,Adventure,1.0,0.0,0.0,,mixed,single only,9.0,8.0,,,31.8
678,620360,Toy Clash,2017-08-25 00:00:00,15000.0,6.0,6.0,Casual,0.0,0.0,Casual,7.0,0.0,0.0,,positive,single only,41.0,1.0,,,
679,620570,Tower!2011:SE,2017-05-04 00:00:00,27000.0,5.0,5.0,Indie,0.0,0.0,Simulation,1.0,0.0,1.0,,mostly negative,single only,8.0,11.0,0.1,8.0,
680,620580,Calico & Co.,2017-04-28 00:00:00,5500.0,6.0,6.0,Adventure,0.0,36.0,Casual,1.0,0.0,0.0,,mixed,single only,7.0,5.0,,,29.6
681,620590,Ancestors Legacy,2018-05-23 00:00:00,36000.0,4.0,2.0,Strategy,0.0,62.0,Strategy,11.0,0.0,1.0,mostly positive,very positive,single and multi,5307.0,1398.0,67.7,4962.0,75.4
682,620630,Civil War: 1865,2017-04-08 00:00:00,10500.0,5.0,5.0,Strategy,0.0,18.0,Strategy,1.0,0.0,0.0,,4 user reviews,single only,11.0,6.0,,,47.0
683,620640,Lightning: D-Day,2017-07-14 00:00:00,10500.0,5.0,5.0,Strategy,0.0,19.0,Strategy,1.0,0.0,0.0,,4 user reviews,single only,8.0,11.0,,,35.5
684,620650,Puzzle With Your Friends,2018-04-25 00:00:00,5500.0,5.0,5.0,Casual,0.0,45.0,Casual,8.0,0.0,1.0,,very positive,single and multi,125.0,18.0,1.3,31.0,76.9
685,620660,Jack Spriggan,2017-06-09 00:00:00,14500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,6 user reviews,single only,7.0,1.0,,,
686,620670,The Cursed Revolver,2017-04-26 00:00:00,3300.0,6.0,6.0,Action,0.0,0.0,Early Access,1.0,0.0,0.0,,positive,single only,12.0,2.0,,,
687,620700,EVIL POSSESSION,2017-05-17 00:00:00,0.0,6.0,6.0,Action,0.0,19.0,Indie,8.0,0.0,0.0,,mixed,single only,55.0,37.0,0.4,6.0,79.3
688,620710,TankBlitz,2017-04-22 00:00:00,8500.0,6.0,6.0,Action,0.0,42.0,Action,1.0,0.0,0.0,,positive,single only,34.0,6.0,0.2,26.0,13.1
689,620790,The Slopes,2017-05-20 00:00:00,2200.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,2.0,7.0,,,
690,620800,Big Hit VR Baseball,2017-05-03 00:00:00,13500.0,6.0,6.0,Casual,0.0,18.0,Sports,1.0,0.0,0.0,,positive,single only,15.0,2.0,0.2,5.0,33.2
691,620890,Wizard Bros,2021-01-26 00:00:00,5500.0,5.0,5.0,Action,1.0,0.0,Action,1.0,0.0,0.0,,positive,,25.0,5.0,,,
692,620900,Witchinour,2017-06-13 00:00:00,6500.0,6.0,6.0,Action,0.0,28.0,Action Roguelike,1.0,0.0,0.0,,very positive,single only,52.0,3.0,0.1,5.0,11.8
693,620940,Invisibox,2017-10-18 00:00:00,1100.0,5.0,5.0,Casual,0.0,5.0,Indie,1.0,0.0,0.0,,very positive,single only,53.0,5.0,12.4,309.0,9.2
694,620980,Beat Saber,2019-05-22 00:00:00,31000.0,6.0,6.0,Indie,0.0,26.0,VR,7.0,1.0,1.0,overwhelmingly positive,overwhelmingly positive,single only,61076.0,2533.0,934.9,42095.0,80.5
695,621000,异常 | Exception,2019-07-05 00:00:00,4400.0,6.0,6.0,Indie,0.0,20.0,Strategy,3.0,0.0,0.0,,overwhelmingly positive *,single only,1634.0,40.0,,,84.9
696,621010,Headmaster,2017-08-30 00:00:00,21000.0,6.0,6.0,Action,0.0,14.0,Sports,1.0,0.0,1.0,,positive,single only,31.0,2.0,0.1,5.0,84.1
697,621020,Antigraviator,2018-06-06 00:00:00,20500.0,5.0,2.0,Action,0.0,20.0,Racing,13.0,0.0,1.0,,mixed,single only,142.0,69.0,0.2,30.0,78.8
