,appid,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate
0,105600,Terraria,2011-05-16,10500.0,2.0,2.0,Action,0.0,104.0,Open World Survival Craft,9.0,1.0,1.0,overwhelmingly positive,overwhelmingly positive,single and multi,959644.0,20894.0,34090.4,486918.0,85.9
1,600000,The St Christopher's School Lockdown,2017-10-18,12500.0,6.0,6.0,Adventure,0.0,15.0,Adventure,1.0,0.0,1.0,,6 user reviews,single only,8.0,1.0,,,24.5
2,600080,Unto The End,2020-12-10,26000.0,6.0,5.0,Action,0.0,11.0,Action,20.0,0.0,1.0,,mixed,single only,220.0,90.0,0.6,27.0,63.7
3,600090,The Coma: Recut,2017-09-23,15500.0,6.0,2.0,Action,0.0,0.0,Adventure,11.0,0.0,1.0,very positive,very positive,single only,1234.0,224.0,4.3,410.0,
4,600100,Executive Hockey,2021-11-02,10500.0,6.0,6.0,Simulation,1.0,10.0,Strategy,1.0,0.0,0.0,,7 user reviews,single only,4.0,4.0,,,30.3
5,600120,Life Forge - Reborn ORPG,2017-03-17,0.0,6.0,6.0,Casual,0.0,0.0,Free to Play,1.0,0.0,0.0,,mixed,,240.0,117.0,,,
6,600130,Valfaris,2019-10-11,26000.0,5.0,5.0,Action,0.0,35.0,Action,15.0,0.0,1.0,very positive,very positive,single only,1386.0,231.0,6.8,142.0,94.4
7,600140,Belko VR: An Escape Room Experiment,2017-03-03,0.0,6.0,6.0,Action,0.0,0.0,Free to Play,1.0,0.0,0.0,,very positive,single only,551.0,90.0,,,
8,600150,Warpaint,2017-03-18,5500.0,6.0,6.0,Casual,0.0,0.0,Indie,9.0,0.0,1.0,,mixed,single only,21.0,10.0,0.0,7.0,
9,600170,Off The Record: The Art of Deception Collector's Edition,2017-03-11,10500.0,6.0,3.0,Adventure,0.0,0.0,Adventure,1.0,0.0,0.0,,6 user reviews,single only,6.0,0.0,,,
10,600180,Light Strike Array,2017-12-23,27000.0,5.0,5.0,Action,0.0,0.0,Strategy,1.0,0.0,0.0,,no user reviews,single only,0.0,1.0,0.0,5.0,
11,600190,Ski Jump VR,2017-06-09,5500.0,6.0,6.0,Sports,0.0,17.0,Sports,1.0,0.0,0.0,,mixed,single only,10.0,6.0,,,51.3
12,600200,Smintheus,2021-11-12,15500.0,6.0,6.0,Action,0.0,51.0,Indie,1.0,0.0,0.0,,4 user reviews,single only,4.0,1.0,0.2,1.0,34.2
13,600210,RoboMatch,2017-03-06,3300.0,5.0,5.0,Casual,0.0,12.0,Indie,5.0,0.0,0.0,,mixed,single only,30.0,23.0,,,2.3
14,600230,Epsilon Jump Prime,2017-10-21,4500.0,6.0,6.0,Action,0.0,14.0,Action,1.0,0.0,0.0,,no user reviews,single only,2.0,0.0,,,27.9
15,600250,Art of Guile,2017-08-11,5500.0,5.0,5.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,positive,single and multi,30.0,9.0,,,
16,600260,Jungle Dino VR,2016-06-24,10500.0,6.0,6.0,Adventure,0.0,0.0,Adventure,1.0,0.0,0.0,,1 user reviews,single only,0.0,1.0,,,
17,600280,Supreme Ruler The Great War,2017-08-02,21000.0,5.0,5.0,Indie,0.0,20.0,Strategy,4.0,0.0,0.0,,mixed,single only,68.0,39.0,,,4.4
18,600290,The Forgotten Void,2018-05-09,8500.0,5.0,5.0,Adventure,0.0,17.0,Adventure,1.0,0.0,0.0,,no user reviews,single only,4.0,2.0,,,5.8
19,600310,Rogue'n Roll,2017-02-27,5500.0,6.0,6.0,Action,0.0,22.0,Action Roguelike,1.0,0.0,0.0,,5 user reviews,single only,25.0,9.0,0.0,1390.0,5.8
20,600330,CONTRACTED,2017-03-11,2200.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,9 user reviews,single only,13.0,6.0,0.0,151.0,
21,600350,VectorWars VR,2017-05-02,3300.0,5.0,5.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,4 user reviews,single only,5.0,3.0,1.7,12.0,
22,600370,Paradigm,2017-04-06,16000.0,6.0,6.0,Adventure,0.0,18.0,Adventure,1.0,0.0,1.0,,overwhelmingly positive,single only,1299.0,76.0,2.8,181.0,51.2
23,600410,HERO-E,2017-03-08,0.0,6.0,6.0,Action,0.0,15.0,Free to Play,6.0,0.0,0.0,,mostly positive,single only,26.0,9.0,0.0,5.0,25.2
24,600420,Mob Rule Classic,1999-09-08,6500.0,6.0,6.0,Simulation,0.0,0.0,Simulation,1.0,0.0,0.0,,very positive,single only,154.0,38.0,3.2,112.0,
25,600430,Ticket to Ride: First Journey,2017-09-27,5500.0,6.0,2.0,Casual,0.0,9.0,Casual,6.0,0.0,0.0,,positive,single only,183.0,95.0,1.7,189.0,24.1
26,600440,Cyber Complex,2017-08-04,10500.0,5.0,5.0,Action,0.0,21.0,Action,3.0,0.0,0.0,,1 user reviews,single and multi,3.0,1.0,,,6.8
27,600460,Dustwind,2018-08-16,26000.0,5.0,5.0,Action,0.0,29.0,Post-apocalyptic,11.0,0.0,0.0,,mostly positive,single and multi,239.0,79.0,1.6,130.0,70.7
28,600480,Megaquarium,2018-09-13,26000.0,5.0,5.0,Indie,0.0,21.0,Simulation,10.0,0.0,1.0,very positive,very positive,single only,2328.0,137.0,44.6,903.0,74.9
29,600500,LASER STRIKERS,2017-04-17,1100.0,6.0,6.0,Casual,0.0,0.0,Indie,6.0,0.0,0.0,,2 user reviews,single and multi,1.0,1.0,,,
30,600520,Cryogear,2020-04-17,18500.0,6.0,5.0,Action,0.0,23.0,Action,2.0,0.0,0.0,,4 user reviews,single only,10.0,0.0,,,50.0
31,600530,Kautic - The Bald Wizard,2017-03-03,1100.0,6.0,6.0,Action,0.0,17.0,Indie,1.0,0.0,0.0,,positive,single only,27.0,5.0,8.1,279.0,4.2
32,600550,Save Our Souls - Episode I,2017-03-13,7500.0,6.0,6.0,Action,0.0,0.0,Female Protagonist,1.0,0.0,0.0,,mostly negative,single only,12.0,28.0,0.0,6.0,
33,600580,Dark Mechanism - Virtual reality,2017-05-10,2200.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,2 user reviews,single only,3.0,5.0,,,
34,600600,"""MakeThatMoney""",2017-03-23,6500.0,5.0,5.0,Casual,0.0,0.0,Simulation,1.0,0.0,0.0,,mixed,single only,19.0,18.0,,,
35,600610,The Hand of Merlin,2022-06-15,28000.0,2.0,2.0,Indie,1.0,54.0,Turn-Based Strategy,1.0,0.0,1.0,mostly positive,mostly positive,single only,178.0,46.0,23.6,144.0,47.7
36,600630,Spaceship Looter,2017-05-17,0.0,5.0,5.0,Action,0.0,26.0,Action Roguelike,7.0,0.0,1.0,,mixed,single only,138.0,61.0,,,66.8
37,600640,Trapped Summoner,2017-06-09,2200.0,6.0,6.0,Action,0.0,17.0,Adventure,2.0,0.0,1.0,,6 user reviews,single only,9.0,3.0,,,24.9
38,600650,OK Bob,2017-04-01,4400.0,6.0,6.0,Casual,0.0,0.0,Indie,1.0,0.0,0.0,,positive,single only,21.0,2.0,,,
39,600660,Kimmy,2017-04-19,10500.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,positive,single only,51.0,9.0,,,
40,600670,Descending,2018-11-15,12500.0,6.0,6.0,Indie,1.0,0.0,Indie,1.0,0.0,0.0,,9 user reviews,single only,4.0,6.0,0.0,2.0,
41,600690,TROID BLASTER,2016-11-01,1100.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,3 user reviews,single only,3.0,2.0,,,
42,600720,Trackmania² Lagoon,2017-05-24,22000.0,4.0,1.0,Racing,0.0,0.0,Racing,21.0,0.0,0.0,,mixed,single only,164.0,96.0,2.1,96.0,
43,600740,Land Doctrine,2017-03-14,5500.0,2.0,2.0,Indie,0.0,11.0,Wargame,1.0,0.0,0.0,,mixed,single only,12.0,11.0,,,33.6
44,600750,Star Trek Timelines,2016-01-14,0.0,6.0,6.0,Adventure,0.0,10.0,Free to Play,5.0,0.0,1.0,mostly positive,,,720.0,402.0,215.2,868.0,48.5
45,600980,Master Shot VR,2017-06-16,8500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,5 user reviews,single only,4.0,4.0,0.0,3.0,
46,600990,The Gardens Between,2018-09-20,20500.0,5.0,5.0,Adventure,0.0,17.0,Short,13.0,0.0,1.0,very positive,very positive,single only,1922.0,123.0,3.1,131.0,62.1
47,601010,Hotel Anatolia,2017-03-20,1100.0,5.0,5.0,Adventure,0.0,6.0,Indie,2.0,0.0,0.0,,mixed,single only,200.0,86.0,14.0,2810.0,2.7
48,601020,"Seed Of The Arcane , Episode 1",2017-05-12,16000.0,6.0,6.0,Adventure,0.0,37.0,RPG,1.0,0.0,0.0,,mostly negative,single only,12.0,26.0,,,13.4
49,601050,Attack on Titan 2 - A.O.T.2,2018-03-15,64800.0,1.0,1.0,Action,0.0,40.0,Action,9.0,0.0,1.0,very positive,very positive,single and multi,4495.0,384.0,85.2,1368.0,90.2
50,601080,TRANCE VR,2017-05-26,8500.0,6.0,6.0,Action,0.0,0.0,Strategy,1.0,0.0,0.0,,no user reviews,single only,3.0,2.0,,,
51,601110,Twin Roads,2017-07-06,5500.0,6.0,6.0,Adventure,0.0,89.0,Adventure,2.0,0.0,0.0,,4 user reviews,single only,2.0,2.0,0.0,2.0,54.8
52,601120,Brain Machine,2017-09-18,5500.0,6.0,6.0,Indie,0.0,85.0,Indie,2.0,0.0,0.0,,positive,single only,39.0,2.0,0.0,5.0,97.1
53,601130,Spark,2017-11-11,0.0,6.0,6.0,Action,0.0,11.0,Action,1.0,0.0,0.0,,positive,single only,13.0,3.0,0.0,5.0,66.2
54,601150,Devil May Cry 5,2019-03-08,33400.0,1.0,1.0,Action,0.0,55.0,Action,12.0,0.0,1.0,overwhelmingly positive,overwhelmingly positive,single and multi,76545.0,4120.0,3063.4,88735.0,92.2
55,601170,ZiL Truck RallyCross,2017-04-07,5500.0,6.0,6.0,Indie,0.0,0.0,Automobile Sim,1.0,0.0,0.0,,mixed,single only,45.0,33.0,0.0,5.0,
56,601180,Doug and Lily,2017-03-01,1100.0,6.0,6.0,Action,0.0,0.0,Indie,1.0,0.0,0.0,,mostly positive,single only,24.0,7.0,4.6,3167.0,
57,601200,Pix,2017-09-02,3300.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,6 user reviews,single only,5.0,1.0,,,
58,601220,Zup! F,2019-12-11,1100.0,4.0,4.0,Casual,0.0,640.0,Casual,29.0,0.0,0.0,very positive,overwhelmingly positive,single only,7323.0,194.0,27.1,751.0,66.9
59,601240,Ripple,2017-04-01,1100.0,5.0,5.0,Casual,0.0,10.0,Puzzle,1.0,0.0,0.0,,mostly positive,single only,34.0,16.0,6.3,485.0,3.8
60,601250,Micronomicon: Heroes,2019-04-05,2200.0,6.0,6.0,Adventure,0.0,0.0,Indie,2.0,0.0,0.0,,mostly positive,single only,14.0,4.0,,,
61,601320,Schlocks,2017-04-18,15500.0,6.0,6.0,Casual,0.0,0.0,Indie,1.0,0.0,0.0,,4 user reviews,single only,5.0,1.0,,,
62,601380,The Last One,2018-01-23,9500.0,6.0,6.0,Action,0.0,5.0,Survival,12.0,0.0,1.0,,mostly negative,single only,45.0,81.0,,,8.9
63,601400,qb,2017-08-08,8500.0,6.0,6.0,Action,0.0,0.0,Early Access,2.0,0.0,0.0,,mostly positive,single and multi,39.0,12.0,,,
64,601430,The Evil Within 2,2017-10-13,44500.0,1.0,1.0,Action,0.0,51.0,Horror,12.0,0.0,0.0,very positive,very positive,single only,20151.0,1651.0,273.5,9846.0,81.8
65,601490,Passengers: Awakening VR Experience,2017-03-14,8500.0,6.0,6.0,Adventure,0.0,0.0,Casual,1.0,0.0,0.0,,mixed,single only,8.0,10.0,,,
66,601500,Lost in Nature,2017-03-15,16000.0,6.0,6.0,Adventure,0.0,0.0,Indie,2.0,0.0,0.0,,mixed,single only,12.0,10.0,0.0,6.0,
67,601510,Yu-Gi-Oh! Duel Links,2017-11-17,0.0,2.0,2.0,Free to Play,0.0,20.0,Free to Play,11.0,0.0,0.0,mostly positive,very positive,single only,31281.0,6017.0,3291.2,21377.0,66.7
68,601520,Sirius: Age of the Free Agents,2019-02-12,8500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,4.0,0.0,,,
69,601530,Darkarta: A Broken Heart's Quest Collector's Edition,2017-03-08,10500.0,6.0,6.0,Adventure,0.0,40.0,Casual,8.0,0.0,1.0,,very positive,single only,805.0,56.0,,,50.9
70,601540,Veil of Crows,2018-10-18,16000.0,6.0,5.0,RPG,0.0,0.0,Strategy,1.0,0.0,0.0,,mixed,single only,255.0,200.0,0.8,163.0,
71,601550,Don't Look Back,2017-02-23,5500.0,6.0,6.0,Indie,0.0,0.0,Indie,2.0,0.0,0.0,,6 user reviews,single only,3.0,4.0,0.0,3.0,
72,601570,Fix Me Fix You,2017-03-09,7500.0,5.0,5.0,Casual,0.0,5.0,Sexual Content,1.0,0.0,1.0,,positive,single only,38.0,5.0,,,9.3
73,601590,BattleTrucks,2017-03-01,4400.0,6.0,6.0,Action,0.0,0.0,Action,2.0,0.0,0.0,,mixed,single only,8.0,11.0,,,
74,601640,The guard of dungeon,2017-03-08,7500.0,5.0,5.0,Action,0.0,12.0,Action,1.0,0.0,1.0,,mixed,single only,73.0,65.0,1.4,1580.0,5.7
75,601700,JETBROS,2017-07-15,10500.0,6.0,6.0,Action,0.0,0.0,Action,2.0,0.0,0.0,,5 user reviews,single and multi,7.0,0.0,,,
76,601750,Range Day VR,2017-08-10,16500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,mixed,single only,15.0,12.0,0.0,4.0,
77,601760,VR Audio Visualizer,2017-02-24,2200.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,single only,0.0,1.0,,,
78,601790,Eternal Lore,2017-09-19,10500.0,6.0,6.0,Action,0.0,26.0,Adventure,2.0,0.0,0.0,,mostly positive,single only,32.0,9.0,,,23.7
79,601810,Spark the Electric Jester,2017-04-11,8500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,very positive,very positive,single only,636.0,56.0,5.2,45.0,
80,601840,Griftlands,2021-06-02,20500.0,1.0,1.0,Indie,1.0,13.0,Card Battler,11.0,0.0,0.0,very positive,overwhelmingly positive,single only,11408.0,590.0,283.3,7545.0,4.0
81,601870,Biotoxin: The Dark Days,2017-03-03,3300.0,6.0,6.0,Action,0.0,13.0,Action,1.0,0.0,0.0,,mixed,single only,14.0,9.0,,,7.7
82,601920,Adjacency,2017-06-10,3300.0,6.0,6.0,Casual,0.0,5.0,Casual,1.0,0.0,1.0,,positive,single only,10.0,2.0,0.0,3.0,31.0
83,601930,Trianguluv,2017-03-15,2200.0,6.0,6.0,Action,0.0,0.0,Indie,3.0,0.0,0.0,,positive,single only,35.0,5.0,28.3,1441.0,
84,601940,Fancy Fishing VR,2017-03-03,5500.0,6.0,6.0,Action,0.0,0.0,Action,2.0,0.0,0.0,,2 user reviews,single only,4.0,4.0,,,
85,601990,Perspectives: Aleppo-Helsinki,2017-02-16,0.0,6.0,6.0,Simulation,0.0,0.0,Simulation,3.0,0.0,0.0,,mixed,single only,17.0,9.0,0.0,3.0,
86,602010,Plank not included,2017-03-01,12500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,positive,single only,39.0,6.0,,,
87,602040,Rota Craze,2017-03-08,3300.0,6.0,6.0,Casual,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,single only,0.0,1.0,,,
88,602070,Plasma Puncher,2017-05-12,6500.0,5.0,5.0,Action,0.0,19.0,Beat 'em up,3.0,0.0,0.0,,very positive,single only,65.0,5.0,,,29.4
89,602080,Solaroids,2017-05-27,10500.0,6.0,6.0,Action,0.0,29.0,Top-Down Shooter,14.0,0.0,1.0,,positive,single and multi,41.0,2.0,0.1,12.0,57.2
90,602120,Molemen Must Die!,2017-03-22,2200.0,6.0,6.0,Action,0.0,12.0,Action,1.0,0.0,0.0,,positive,single only,51.0,2.0,,,18.5
91,602130,Violent killer VR,2017-03-17,3300.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,8 user reviews,single only,5.0,3.0,,,
92,602140,The Uncertain: VR Experience,2017-04-25,0.0,6.0,6.0,Casual,0.0,0.0,Free to Play,1.0,0.0,0.0,,mixed,single only,23.0,10.0,,,
93,602150,Desert Battle,2017-04-11,6500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,0.0,1.0,,,
94,602160,Alchemist Defender VR,2017-11-22,10500.0,6.0,6.0,Action,0.0,0.0,Strategy,1.0,0.0,0.0,,5 user reviews,single only,10.0,4.0,0.0,3.0,
95,602180,Free Towns,2017-03-24,10500.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,3 user reviews,single only,0.0,3.0,0.0,2.0,
96,602200,Dreamlike Worlds,2017-03-07,1100.0,6.0,6.0,Action,0.0,0.0,Indie,1.0,0.0,0.0,,mixed,single only,21.0,12.0,,,
97,602240,Metacell: Genesis ARCADE,2021-05-13,5500.0,6.0,6.0,Casual,1.0,16.0,Indie,5.0,0.0,0.0,,5 user reviews,single only,6.0,0.0,,,28.1
98,602270,Alienautics,2019-10-07,15500.0,5.0,5.0,Action,1.0,9.0,Indie,1.0,0.0,0.0,,2 user reviews,single only,6.0,3.0,,,0.0
99,602300,Alter Army,2018-08-07,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,positive,single only,22.0,7.0,0.0,4.0,
100,602320,Train Valley 2,2019-04-16,15500.0,6.0,6.0,Adventure,0.0,67.0,3D,14.0,0.0,1.0,very positive,very positive,single only,1845.0,186.0,118.7,430.0,72.5
101,602430,Yono and the Celestial Elephants,2017-10-13,15500.0,4.0,6.0,Adventure,0.0,0.0,Adventure,6.0,0.0,0.0,,very positive,single only,179.0,24.0,1.6,84.0,
102,602480,Kartong - Death by Cardboard!,2018-04-05,14500.0,5.0,5.0,Action,0.0,16.0,Action,1.0,0.0,0.0,,positive,single only,58.0,7.0,,,51.9
103,602510,Gettysburg: The Tide Turns,2017-07-15,10500.0,2.0,2.0,Strategy,0.0,0.0,Strategy,1.0,0.0,0.0,,mixed,single only,41.0,20.0,1.5,47.0,
104,602520,NEKOPARA Vol. 3,2017-05-25,10500.0,2.0,1.0,Casual,0.0,27.0,Hentai,3.0,0.0,1.0,very positive,overwhelmingly positive,single only,11069.0,321.0,32.6,2542.0,84.0
105,602540,The Ancient Remains,2017-03-14,10500.0,6.0,6.0,Action,0.0,0.0,Adventure,1.0,0.0,0.0,,8 user reviews,single only,3.0,6.0,,,
106,602550,Space Conquest,2017-07-18,9500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,3 user reviews,,11.0,1.0,,,
107,602590,Saucer-Like,2017-04-05,6500.0,6.0,6.0,Adventure,0.0,12.0,Adventure,6.0,0.0,0.0,,mostly positive,single only,35.0,12.0,,,95.7
108,602630,Diorama Worlds,2017-06-14,0.0,6.0,6.0,Casual,0.0,0.0,Simulation,1.0,0.0,0.0,,positive,single only,29.0,3.0,,,
109,602670,方块传说,2017-05-26,6500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,no user reviews,single only,,,0.0,1.0,
110,602700,Chippy,2019-06-15,15500.0,2.0,2.0,Action,0.0,22.0,Bullet Hell,1.0,0.0,1.0,very positive,very positive,single and multi,778.0,72.0,13.3,82.0,79.9
111,602770,Clatter,2018-12-11,,2.0,2.0,Indie,0.0,12.0,Strategy,1.0,0.0,0.0,,very positive,single only,386.0,77.0,1.4,93.0,36.8
112,602790,Fated Souls 3,2017-03-11,5500.0,4.0,4.0,Action,0.0,8.0,Adventure,1.0,0.0,0.0,,mixed,single only,18.0,11.0,29.5,435.0,3.6
113,602860,Ironclads 2: Boshin War,2017-04-20,10500.0,4.0,6.0,Simulation,0.0,0.0,Simulation,1.0,0.0,0.0,,positive,single only,14.0,2.0,,,
114,602880,Powernaut VANGARDT,2017-03-29,1100.0,6.0,6.0,Action,0.0,14.0,Action,1.0,0.0,0.0,,positive,single only,10.0,2.0,16.4,321.0,2.6
115,602890,hack_me 2,2017-03-11,4400.0,6.0,6.0,Indie,0.0,10.0,Simulation,2.0,0.0,1.0,,mostly positive,single only,522.0,227.0,1.1,2441.0,13.3
116,602910,One Wish,2018-06-07,5500.0,5.0,5.0,Adventure,0.0,0.0,Adventure,2.0,0.0,0.0,,mixed,single only,81.0,53.0,43.2,6506.0,
117,602920,Sketch! Run!,2017-03-31,2200.0,5.0,5.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,,6.0,0.0,,,
118,602930,Wordlase,2017-04-29,3300.0,5.0,5.0,Casual,0.0,11.0,Casual,4.0,0.0,1.0,,mixed,single only,38.0,34.0,7.9,302.0,6.8
119,602960,Barotrauma,2019-06-06,31000.0,6.0,2.0,Action,1.0,45.0,Multiplayer,13.0,0.0,1.0,very positive,very positive,single and multi,28096.0,2322.0,2627.1,19528.0,84.5
120,602970,Stunt Island,1992-01-01,10500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,4 user reviews,single only,4.0,1.0,,,
121,603000,Hillbilly Apocalypse,2018-12-01,6500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,mixed,single only,17.0,14.0,7.3,1205.0,
122,603010,Chill,2019-01-19,1100.0,5.0,5.0,Casual,0.0,100.0,Casual,29.0,0.0,0.0,,mostly positive,single only,134.0,34.0,30.4,695.0,6.2
123,603020,Skautfold: Usurper,2018-02-21,10500.0,5.0,5.0,Action,0.0,18.0,Action,3.0,0.0,1.0,,mostly positive,single only,203.0,81.0,,,58.1
124,603030,Lamp Head,2017-06-01,5500.0,4.0,4.0,Adventure,0.0,0.0,Exploration,4.0,0.0,0.0,,mostly positive,single only,249.0,66.0,24.1,1146.0,
125,603060,Tarim: Guardians,2017-10-27,1100.0,6.0,6.0,Action,0.0,10.0,Action,1.0,0.0,0.0,,mostly positive,single only,52.0,16.0,31.5,1694.0,3.2
126,603090,Dream Stone,2017-03-08,5500.0,5.0,5.0,Adventure,0.0,5.0,Adventure,2.0,0.0,0.0,,mixed,single only,25.0,22.0,32.7,4780.0,2.1
127,603100,ATOMINE,2017-05-04,10500.0,5.0,5.0,Action,0.0,38.0,Action Roguelike,8.0,0.0,0.0,,mostly positive,single only,234.0,73.0,,,30.1
128,603110,Grizzland,2019-07-17,5500.0,5.0,5.0,Action,0.0,37.0,Metroidvania,8.0,0.0,0.0,,positive,single only,30.0,3.0,0.1,6.0,38.6
129,603130,Masked Shooters,2017-05-22,1100.0,5.0,5.0,Action,0.0,13.0,Action,1.0,0.0,0.0,,mixed,single only,90.0,41.0,,,22.6
130,603140,Connected Hearts - Visual novel,2017-08-12,0.0,6.0,6.0,Casual,0.0,13.0,Free to Play,3.0,0.0,0.0,,very positive,single only,251.0,30.0,,,28.8
131,603150,Defence to death,2017-05-11,6500.0,5.0,5.0,Indie,0.0,8.0,Turn-Based Tactics,1.0,0.0,0.0,,mixed,single only,88.0,88.0,2.4,1638.0,4.0
132,603190,Tank Destroyer,2017-03-10,1100.0,6.0,6.0,Action,0.0,0.0,Action,27.0,0.0,0.0,,mostly positive,single only,235.0,66.0,28.0,377.0,
133,603220,ROTii,2017-03-11,,6.0,6.0,Action,0.0,25.0,Indie,3.0,0.0,1.0,,5 user reviews,single only,13.0,3.0,,,6.1
134,603230,The Wendigo,2017-02-24,1100.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,positive,single only,23.0,4.0,,,
135,603250,My Own Little Planet,2017-04-15,6500.0,6.0,6.0,Action,0.0,18.0,Casual,1.0,0.0,1.0,,mixed,single only,17.0,13.0,,,8.9
136,603260,The Cat Games,2017-03-24,2200.0,6.0,6.0,Action,0.0,16.0,Casual,2.0,0.0,0.0,,very positive,single only,804.0,90.0,,,77.9
137,603280,TAROTICA VOO DOO,2017-12-29,9900.0,6.0,6.0,Action,0.0,0.0,Indie,5.0,0.0,1.0,,positive,single only,22.0,2.0,,,
138,603320,Age of Defense,2019-05-28,9500.0,6.0,6.0,Indie,1.0,39.0,Tower Defense,9.0,0.0,0.0,,mostly positive,single only,396.0,114.0,1.6,21.0,79.8
139,603330,Blasted Road Terror,2017-10-06,9500.0,6.0,6.0,Action,0.0,74.0,Action,1.0,0.0,0.0,,very positive,single only,76.0,11.0,,,86.6
140,603340,Demon Blade VR,2017-09-15,6500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,2 user reviews,single only,1.0,1.0,,,
141,603350,Don't cut your hand,2017-05-05,1100.0,5.0,5.0,Action,0.0,13.0,Casual,2.0,0.0,0.0,,very positive,single and multi,166.0,38.0,,,31.4
142,603360,CryptoMoneya,2017-09-04,1100.0,6.0,6.0,Casual,0.0,69.0,Indie,1.0,0.0,1.0,,mixed,single only,95.0,53.0,85.3,1718.0,4.4
143,603380,Dragon Essence - Color My World -,2017-05-05,21000.0,5.0,5.0,Adventure,0.0,0.0,Indie,1.0,0.0,0.0,,mixed,single only,15.0,9.0,,,
144,603390,Stone Story RPG,2019-08-08,,6.0,6.0,Adventure,1.0,47.0,RPG,12.0,0.0,1.0,,very positive,single only,561.0,53.0,10.9,732.0,91.2
145,603400,FOX n FORESTS,2018-05-18,10500.0,6.0,6.0,Action,0.0,15.0,Action,5.0,0.0,0.0,,mostly positive,single only,111.0,40.0,,,59.1
146,603420,Caveman Warriors,2017-09-23,16000.0,5.0,5.0,Action,0.0,55.0,Platformer,8.0,0.0,1.0,,mixed,single and multi,40.0,15.0,0.1,13.0,70.3
147,603460,King and Assassins,2018-08-08,7500.0,2.0,2.0,Strategy,0.0,0.0,Strategy,5.0,0.0,0.0,,mixed,single only,22.0,55.0,,,
148,603490,Star Hunter VR,2017-03-18,7500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,5 user reviews,single only,1.0,4.0,0.0,2.0,
149,603530,A Robot Named Fight!,2017-09-08,13500.0,6.0,6.0,Action,0.0,84.0,Metroidvania,1.0,0.0,1.0,,very positive,single and multi,615.0,79.0,5.9,92.0,73.2
150,603550,Schlag den Star - Das Spiel,2017-11-30,10500.0,6.0,6.0,Casual,0.0,29.0,Puzzle,1.0,0.0,0.0,,mostly negative,single and multi,26.0,43.0,0.4,19.0,40.2
151,603560,One Night In The House,2019-08-30,2200.0,5.0,5.0,Adventure,0.0,6.0,Adventure,2.0,0.0,0.0,,2 user reviews,single only,2.0,1.0,,,87.7
152,603610,AEGIS 2186,2017-05-15,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,2 user reviews,single only,9.0,1.0,,,
153,603630,Rubber Ball VR,2017-03-10,0.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,mostly positive,single only,26.0,7.0,,,
154,603660,Women of Xal,2021-10-31,20500.0,5.0,5.0,Casual,1.0,0.0,Emotional,1.0,0.0,1.0,,4 user reviews,single only,16.0,0.0,,,
155,603700,The Low Road,2017-07-27,15500.0,5.0,5.0,Adventure,0.0,21.0,Casual,2.0,0.0,1.0,,mostly positive,single only,147.0,51.0,,,32.4
156,603750,- Arcane Raise -,2017-03-11,,6.0,6.0,Adventure,0.0,37.0,Adventure,1.0,0.0,1.0,,mostly negative,single only,68.0,107.0,,,6.5
157,603790,Ninja Avenger Dragon Blade,2017-03-18,16000.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,mixed,single only,13.0,8.0,,,
